Timestamp,Temperature,EnergyConsumption,HourOfDay,DayOfWeek
2022-01-06 17:00:00,13.607895170662252,88.58937230164935,17,3
2022-01-06 18:00:00,15.620713778911313,78.36634784006561,18,3
2022-01-06 19:00:00,11.818794414351284,96.31519519111647,19,3
2022-01-06 20:00:00,15.54889236225313,86.69339087445536,20,3
2022-01-06 21:00:00,18.993848770474216,85.20466819778443,21,3
2022-01-06 22:00:00,14.83568852252644,102.62114518096068,22,3
2022-01-06 23:00:00,20.363603490188154,80.99215923123414,23,3
2022-01-07 00:00:00,22.598882496674428,85.77344258596641,0,4
2022-01-07 01:00:00,25.727539388625704,88.950820206786,1,4
2022-01-07 02:00:00,23.63365981031729,80.90315622917358,2,4
2022-01-07 03:00:00,25.137717744888306,81.80964332314367,3,4
2022-01-07 04:00:00,30.108074084161697,99.02329152675965,4,4
2022-01-07 05:00:00,30.4715701620543,94.63006518564262,5,4
2022-01-07 06:00:00,30.665381840072783,101.21877506181006,6,4
2022-01-07 07:00:00,30.59889652423311,81.44848630038861,7,4
2022-01-07 08:00:00,27.760940028997577,74.9312315699157,8,4
2022-01-07 09:00:00,28.32833599402941,68.40884886653586,9,4
2022-01-07 10:00:00,26.807302736518402,59.588805441380735,10,4
2022-01-07 11:00:00,22.8771860557609,52.288094569653055,11,4
2022-01-07 12:00:00,25.981059565728206,60.233765055079196,12,4
2022-01-07 13:00:00,21.140793278276313,66.89421744347733,13,4
2022-01-07 14:00:00,15.895237268117253,67.02522812984135,14,4
2022-01-07 15:00:00,17.948256876999427,58.48765311425775,15,4
2022-01-07 16:00:00,13.428592136694247,83.35477258999741,16,4
2022-01-07 17:00:00,16.167071224352647,65.81267749720256,17,4
2022-01-07 18:00:00,16.651644796573862,78.0974168320325,18,4
2022-01-07 19:00:00,12.979822464622423,95.1391274357418,19,4
2022-01-07 20:00:00,17.361277844719517,87.90222054867603,20,4
2022-01-07 21:00:00,17.54556652764231,91.36777766561889,21,4
2022-01-07 22:00:00,20.03510432200254,79.78840582076421,22,4
2022-01-07 23:00:00,24.128137627369437,83.44498955202778,23,4
2022-01-08 00:00:00,21.928442723990923,86.31302244333979,0,5
2022-01-08 01:00:00,22.99640880360501,85.94067527789774,1,5
2022-01-08 02:00:00,24.6684045802922,95.58870241466659,2,5
2022-01-08 03:00:00,26.486766609851408,90.22531465564578,3,5
2022-01-08 04:00:00,29.24962702536115,100.18182874854767,4,5
2022-01-08 05:00:00,30.899426820545834,99.62524929155835,5,5
2022-01-08 06:00:00,31.05718163920445,104.06603313441444,6,5
2022-01-08 07:00:00,31.89965163233889,109.72447832863942,7,5
2022-01-08 08:00:00,29.486158695079357,81.56863467693329,8,5
2022-01-08 09:00:00,31.109941885862263,81.64729375581723,9,5
2022-01-08 10:00:00,26.030768230741156,71.07143023096062,10,5
2022-01-08 11:00:00,30.085029590785158,83.29643111541024,11,5
2022-01-08 12:00:00,23.839525146555204,65.11073210337779,12,5
2022-01-08 13:00:00,18.817369056558086,65.65768588859149,13,5
2022-01-08 14:00:00,16.474492108507228,75.1105619779867,14,5
2022-01-08 15:00:00,17.93840272557374,76.00380212571999,15,5
2022-01-08 16:00:00,15.269212819444837,90.69407843132709,16,5
2022-01-08 17:00:00,16.358959880199976,75.80668407479018,17,5
2022-01-08 18:00:00,15.61885900992966,89.98948081849896,18,5
2022-01-08 19:00:00,14.813331930454263,99.48948557951742,19,5
2022-01-08 20:00:00,14.078612622167684,100.02773203157906,20,5
2022-01-08 21:00:00,14.02785579978664,116.56224659196099,21,5
2022-01-08 22:00:00,17.83537006254058,94.87700578214005,22,5
2022-01-08 23:00:00,22.38463489087237,90.06648814097198,23,5
2022-01-09 00:00:00,23.184561046430385,95.28955106434425,0,6
2022-01-09 01:00:00,22.3494264258624,87.24352618476046,1,6
2022-01-09 02:00:00,27.13068567806744,91.651280726592,2,6
2022-01-09 03:00:00,29.22577914925995,103.13607581312343,3,6
2022-01-09 04:00:00,27.972738892629536,103.16004155284723,4,6
2022-01-09 05:00:00,30.86106180237606,102.77177527391704,5,6
2022-01-09 06:00:00,30.956570883931228,96.70298646045602,6,6
2022-01-09 07:00:00,28.295561920501285,92.30060920146495,7,6
2022-01-09 08:00:00,30.51181027808297,90.11483749705856,8,6
2022-01-09 09:00:00,29.66038598356976,83.03151752281742,9,6
2022-01-09 10:00:00,29.061989425422272,81.8680477068721,10,6
2022-01-09 11:00:00,27.08796153573797,77.12952198414877,11,6
2022-01-09 12:00:00,20.16837831131323,75.90729483708304,12,6
2022-01-09 13:00:00,18.991420398130064,71.56960746976976,13,6
2022-01-09 14:00:00,19.981592950508276,72.25302957590237,14,6
2022-01-09 15:00:00,18.336133402087793,70.53369232781658,15,6
2022-01-09 16:00:00,17.081194952721404,74.62773387402314,16,6
2022-01-09 17:00:00,22.971239939598497,73.46618165278193,17,6
2022-01-09 18:00:00,16.148839016429065,90.66178002900612,18,6
2022-01-09 19:00:00,17.564650730406907,84.32765282322902,19,6
2022-01-09 20:00:00,18.0145880319226,91.18270214216419,20,6
2022-01-09 21:00:00,18.694571243399327,95.30663316609147,21,6
2022-01-09 22:00:00,18.43195330697335,98.20153713827212,22,6
2022-01-09 23:00:00,22.52372020400422,93.08519535447405,23,6
2022-01-10 00:00:00,21.544519514674313,82.38653086858984,0,0
2022-01-10 01:00:00,24.700914374060677,83.08516669170785,1,0
2022-01-10 02:00:00,26.147094847838527,85.43490718689631,2,0
2022-01-10 03:00:00,28.952240593102534,88.34969084047218,3,0
2022-01-10 04:00:00,34.70296792513868,122.96635045691305,4,0
2022-01-10 05:00:00,27.15212662944916,81.90823163912052,5,0
2022-01-10 06:00:00,32.54556694479995,96.08776682935138,6,0
2022-01-10 07:00:00,27.688810879457417,71.08763259733804,7,0
2022-01-10 08:00:00,29.184958216266377,91.71056840112102,8,0
2022-01-10 09:00:00,31.049150096458746,75.31377006082874,9,0
2022-01-10 10:00:00,27.356723826959225,63.448275984952765,10,0
2022-01-10 11:00:00,23.156988900614135,55.038136919936974,11,0
2022-01-10 12:00:00,21.825074126051675,53.3539764827557,12,0
2022-01-10 13:00:00,22.55807324347637,56.448063943203564,13,0
2022-01-10 14:00:00,17.82243848870131,71.14798652274553,14,0
2022-01-10 15:00:00,18.07296938229945,66.32040474214219,15,0
2022-01-10 16:00:00,16.4735746283817,66.3268344822099,16,0
2022-01-10 17:00:00,14.293747596236942,81.1841261164298,17,0
2022-01-10 18:00:00,19.62595677098836,71.8508564459143,18,0
2022-01-10 19:00:00,16.892206655892885,92.04795785689166,19,0
2022-01-10 20:00:00,12.386986356870537,93.97800302443676,20,0
2022-01-10 21:00:00,18.095221560079708,90.95377059025157,21,0
2022-01-10 22:00:00,18.069279521783695,88.29645020871818,22,0
2022-01-10 23:00:00,23.04084485414544,85.86806557981441,23,0
2022-01-11 00:00:00,21.835159956391205,79.82242372803563,0,1
2022-01-11 01:00:00,25.27494456393799,82.89913956126708,1,1
2022-01-11 02:00:00,28.45749603281486,98.82966252078492,2,1
2022-01-11 03:00:00,30.849535208607563,104.40925461137994,3,1
2022-01-11 04:00:00,28.002422761105255,92.96803825121256,4,1
2022-01-11 05:00:00,30.546850907125954,93.21433035676051,5,1
2022-01-11 06:00:00,30.55218319027276,86.41923999594468,6,1
2022-01-11 07:00:00,29.936441593577907,75.49537305232613,7,1
2022-01-11 08:00:00,33.98841735797641,99.94591613155286,8,1
2022-01-11 09:00:00,30.00972805139151,78.94787614292953,9,1
2022-01-11 10:00:00,25.03473970947869,54.17114970829969,10,1
2022-01-11 11:00:00,27.4763735878196,61.770058182156866,11,1
2022-01-11 12:00:00,27.827991889478263,62.71873866558176,12,1
2022-01-11 13:00:00,23.591632237388453,46.53278423843821,13,1
2022-01-11 14:00:00,16.57208111722609,61.723275065552926,14,1
2022-01-11 15:00:00,16.999057987612147,61.22707262407229,15,1
2022-01-11 16:00:00,19.24355111762928,61.71030374941403,16,1
2022-01-11 17:00:00,14.508730479000354,78.01867777743949,17,1
2022-01-11 18:00:00,16.55265112353543,70.72703412678737,18,1
2022-01-11 19:00:00,17.50040225752059,90.0190702987566,19,1
2022-01-11 20:00:00,14.909997299695165,97.96952288478882,20,1
2022-01-11 21:00:00,17.92966941348234,81.50892489158772,21,1
2022-01-11 22:00:00,13.236544758165731,104.55921330126641,22,1
2022-01-11 23:00:00,19.61324899068599,86.91937290011666,23,1
2022-01-12 00:00:00,23.240929631372836,88.59127917161497,0,2
2022-01-12 01:00:00,23.334533306612137,78.24302678890562,1,2
2022-01-12 02:00:00,31.037843340207193,109.69486288130585,2,2
2022-01-12 03:00:00,26.583057667095456,84.13363228894669,3,2
2022-01-12 04:00:00,29.848057861659516,87.67600492247155,4,2
2022-01-12 05:00:00,31.80228076252183,101.71600081288449,5,2
2022-01-12 06:00:00,34.70938090178313,113.02539021483936,6,2
2022-01-12 07:00:00,28.695949862339244,91.9327333716902,7,2
2022-01-12 08:00:00,33.108223396009905,86.05708316813492,8,2
2022-01-12 09:00:00,29.544429987899782,78.66869906763745,9,2
2022-01-12 10:00:00,25.917501088738593,59.33029637976975,10,2
2022-01-12 11:00:00,26.888678265805265,66.59518020855035,11,2
2022-01-12 12:00:00,24.305430676039727,47.7899146561257,12,2
2022-01-12 13:00:00,20.649709232669206,47.08017377746662,13,2
2022-01-12 14:00:00,20.073675286868713,52.3539669437056,14,2
2022-01-12 15:00:00,17.519957120626824,65.75538268939079,15,2
2022-01-12 16:00:00,17.259629120618555,66.02244703347986,16,2
2022-01-12 17:00:00,17.571003117005088,75.23258114797699,17,2
2022-01-12 18:00:00,19.159524321543167,76.62225465619372,18,2
2022-01-12 19:00:00,13.79778695713182,95.01222934856062,19,2
2022-01-12 20:00:00,21.352013496642936,81.93189985587176,20,2
2022-01-12 21:00:00,14.466437050049983,98.42831783706093,21,2
2022-01-12 22:00:00,19.73720510980071,76.94351135697552,22,2
2022-01-12 23:00:00,23.160157205455967,88.76068084707678,23,2
2022-01-13 00:00:00,24.62935016622804,82.92426738409044,0,3
2022-01-13 01:00:00,24.905802425287618,90.69695351681985,1,3
2022-01-13 02:00:00,27.677678644546372,100.43801290770865,2,3
2022-01-13 03:00:00,28.778040906309453,96.04030743682955,3,3
2022-01-13 04:00:00,29.869918935055725,86.95260620872308,4,3
2022-01-13 05:00:00,33.56030399917406,100.77589569766894,5,3
2022-01-13 06:00:00,32.86096339849248,105.13170172574996,6,3
2022-01-13 07:00:00,30.501750305682428,84.5035773326301,7,3
2022-01-13 08:00:00,32.90078752596021,91.58215959524422,8,3
2022-01-13 09:00:00,30.45805066661986,82.25748380417042,9,3
2022-01-13 10:00:00,29.825525587287036,77.2661694999375,10,3
2022-01-13 11:00:00,27.542806484258413,66.06299500830181,11,3
2022-01-13 12:00:00,22.568192595562845,50.1253276175886,12,3
2022-01-13 13:00:00,21.04844541394912,50.94142516212739,13,3
2022-01-13 14:00:00,21.74711533523103,56.811277464595605,14,3
2022-01-13 15:00:00,19.829573680389142,61.97317361764841,15,3
2022-01-13 16:00:00,17.30883123121277,67.79654397620997,16,3
2022-01-13 17:00:00,16.799227004677302,79.63462585396107,17,3
2022-01-13 18:00:00,18.8604407596598,71.61963112739204,18,3
2022-01-13 19:00:00,15.407684592784667,82.15446786211737,19,3
2022-01-13 20:00:00,18.49733939073419,76.93733085838512,20,3
2022-01-13 21:00:00,18.28321301968396,79.52792204258616,21,3
2022-01-13 22:00:00,19.922185692716358,81.2156908178707,22,3
2022-01-13 23:00:00,24.497635749501427,91.2765987187386,23,3
2022-01-14 00:00:00,26.034544165866752,85.6713670892139,0,4
2022-01-14 01:00:00,28.09435088895961,96.33407925312203,1,4
2022-01-14 02:00:00,31.02079535775451,100.88599993278706,2,4
2022-01-14 03:00:00,30.12174883494792,97.14483459513465,3,4
2022-01-14 04:00:00,32.72803587763178,97.91494107451277,4,4
2022-01-14 05:00:00,31.555830220716203,96.02264409290284,5,4
2022-01-14 06:00:00,33.11031083607497,98.59599546054564,6,4
2022-01-14 07:00:00,31.942110201321523,93.58792997180586,7,4
2022-01-14 08:00:00,31.610186962265562,87.07234783577788,8,4
2022-01-14 09:00:00,31.34815271074058,75.83653898925537,9,4
2022-01-14 10:00:00,26.87752613090209,69.56468854101858,10,4
2022-01-14 11:00:00,30.782267947715173,76.83998673275083,11,4
2022-01-14 12:00:00,22.52787023439612,52.07557275311581,12,4
2022-01-14 13:00:00,20.05392976916367,54.73606023474568,13,4
2022-01-14 14:00:00,22.88202582961182,51.2626803227562,14,4
2022-01-14 15:00:00,20.50521028960303,58.69542902957021,15,4
2022-01-14 16:00:00,18.911700937698974,67.00829941406589,16,4
2022-01-14 17:00:00,18.133864611586997,61.61020692771436,17,4
2022-01-14 18:00:00,16.592992586656507,76.04378355675166,18,4
2022-01-14 19:00:00,15.108466940222831,86.13993973547437,19,4
2022-01-14 20:00:00,17.86667454567253,83.75594186826545,20,4
2022-01-14 21:00:00,17.644967530734508,92.1798524668005,21,4
2022-01-14 22:00:00,22.619251364175213,75.40852693733638,22,4
2022-01-14 23:00:00,22.317201590783483,77.64354302673334,23,4
2022-01-15 00:00:00,23.043721234273857,89.63370731680237,0,5
2022-01-15 01:00:00,26.13533328743009,95.46201415848623,1,5
2022-01-15 02:00:00,29.546242542175158,107.041511316089,2,5
2022-01-15 03:00:00,29.26260181573283,109.2603549625923,3,5
2022-01-15 04:00:00,30.02976613661906,99.73806921729583,4,5
2022-01-15 05:00:00,32.9735817167122,115.01047065506273,5,5
2022-01-15 06:00:00,33.26152074481353,101.69571528812193,6,5
2022-01-15 07:00:00,31.497884687537926,96.32777507010377,7,5
2022-01-15 08:00:00,30.78325775154135,91.13363067499388,8,5
2022-01-15 09:00:00,30.930841813401514,98.60537382317521,9,5
2022-01-15 10:00:00,25.92646538806206,70.03025123995903,10,5
2022-01-15 11:00:00,24.090995063194228,54.1241114002281,11,5
2022-01-15 12:00:00,23.41120775995861,53.027121719787715,12,5
2022-01-15 13:00:00,22.363365233900875,61.42119443451991,13,5
2022-01-15 14:00:00,21.49533244246851,66.11327727160841,14,5
2022-01-15 15:00:00,22.180070599376286,66.63406131116659,15,5
2022-01-15 16:00:00,19.686013198509436,73.50127762373333,16,5
2022-01-15 17:00:00,16.86428791643365,89.83799033865218,17,5
2022-01-15 18:00:00,16.88620318522929,85.14472931213166,18,5
2022-01-15 19:00:00,15.204423859088116,101.56597624718879,19,5
2022-01-15 20:00:00,17.984302850570245,83.98390223332126,20,5
2022-01-15 21:00:00,18.72799350941938,88.69647818170928,21,5
2022-01-15 22:00:00,21.620224344393943,79.72914834817871,22,5
2022-01-15 23:00:00,21.262384639101786,89.64429925484679,23,5
2022-01-16 00:00:00,26.038693028482374,99.47718410846424,0,6
2022-01-16 01:00:00,30.148620722806683,112.99663826949742,1,6
2022-01-16 02:00:00,28.80765017142333,106.54950824969693,2,6
2022-01-16 03:00:00,31.498017464145526,108.98610356695197,3,6
2022-01-16 04:00:00,33.358789629444615,117.16858522142101,4,6
2022-01-16 05:00:00,31.987812044186356,101.34631536488118,5,6
2022-01-16 06:00:00,33.52356859322787,118.14254537439977,6,6
2022-01-16 07:00:00,32.84050155698645,103.03223447364768,7,6
2022-01-16 08:00:00,32.223981325029975,95.95651146829766,8,6
2022-01-16 09:00:00,29.223765542551998,92.00390987090235,9,6
2022-01-16 10:00:00,29.174445356516607,75.29454360588475,10,6
2022-01-16 11:00:00,28.204457256222124,71.14162053237712,11,6
2022-01-16 12:00:00,28.052667964690684,70.28771325411783,12,6
2022-01-16 13:00:00,25.010831581533203,67.09992954146874,13,6
2022-01-16 14:00:00,25.481657824820246,72.34328686197509,14,6
2022-01-16 15:00:00,17.99618320633679,77.70246410183933,15,6
2022-01-16 16:00:00,20.016599322458006,84.72016576732622,16,6
2022-01-16 17:00:00,17.85185637773054,69.88754884809477,17,6
2022-01-16 18:00:00,21.604591513594833,78.85012970554453,18,6
2022-01-16 19:00:00,15.893378083803594,92.03895976880649,19,6
2022-01-16 20:00:00,16.64211888870856,93.15437547841238,20,6
2022-01-16 21:00:00,18.406499696138184,90.98606612763795,21,6
2022-01-16 22:00:00,17.02671008955133,95.8664737769611,22,6
2022-01-16 23:00:00,22.164790277969526,98.24380770686366,23,6
2022-01-17 00:00:00,23.78092731922462,88.09051148515482,0,0
2022-01-17 01:00:00,27.682861326381897,94.20008122537538,1,0
2022-01-17 02:00:00,30.007350858457098,107.17192831315914,2,0
2022-01-17 03:00:00,34.74534108708031,109.77901100806622,3,0
2022-01-17 04:00:00,34.1774910299842,105.03058518184835,4,0
2022-01-17 05:00:00,31.93432307242336,87.7301706511394,5,0
2022-01-17 06:00:00,31.576166740771523,89.82555772563246,6,0
2022-01-17 07:00:00,34.096501980799225,100.75174693573237,7,0
2022-01-17 08:00:00,29.68524339574938,79.29107628635138,8,0
2022-01-17 09:00:00,34.72951649488101,96.803199846608,9,0
2022-01-17 10:00:00,31.780851645522265,74.0825439701191,10,0
2022-01-17 11:00:00,26.56638768146053,65.74485132739458,11,0
2022-01-17 12:00:00,22.02012129196852,51.23842066177108,12,0
2022-01-17 13:00:00,26.095774941676247,64.04547113363277,13,0
2022-01-17 14:00:00,21.24168352059889,44.119945402378505,14,0
2022-01-17 15:00:00,22.3017106696537,56.56337684831641,15,0
2022-01-17 16:00:00,15.378031232843794,69.19015837004399,16,0
2022-01-17 17:00:00,16.581078985692923,72.90541058524943,17,0
2022-01-17 18:00:00,17.529857252556948,78.61032760631979,18,0
2022-01-17 19:00:00,17.898046965879068,79.22426164547262,19,0
2022-01-17 20:00:00,17.715269049659707,78.6476539334644,20,0
2022-01-17 21:00:00,21.14454794539859,77.4220514296953,21,0
2022-01-17 22:00:00,19.432548826209455,76.1267873811093,22,0
2022-01-17 23:00:00,23.224553930797324,87.83928546836528,23,0
2022-01-18 00:00:00,25.83252029813118,88.10744168233985,0,1
2022-01-18 01:00:00,28.70341100753497,102.9820310442767,1,1
2022-01-18 02:00:00,31.03925082401265,101.60702981525301,2,1
2022-01-18 03:00:00,29.03561934276733,92.00995441493214,3,1
2022-01-18 04:00:00,29.500040469304384,89.30420770953988,4,1
2022-01-18 05:00:00,35.934830207173604,120.55076503962619,5,1
2022-01-18 06:00:00,34.32869039320751,101.30988568092936,6,1
2022-01-18 07:00:00,31.906476340883746,93.96747151655451,7,1
2022-01-18 08:00:00,35.71851841234907,101.84454957934773,8,1
2022-01-18 09:00:00,31.588171144041155,72.88322665956834,9,1
2022-01-18 10:00:00,32.07050633132291,79.44057104386839,10,1
2022-01-18 11:00:00,27.929433541098657,59.99025682787761,11,1
2022-01-18 12:00:00,29.857260213274387,72.05768785087092,12,1
2022-01-18 13:00:00,27.1878017002024,57.62600597575861,13,1
